age,stat_time_day,conversion,cpm,impressions,clicks,cost_per_conversion,conversion_rate,spend,cpc,ctr,shopping,shopping_sigla
AGE_55_100,2025-10-07 00:00:00,0,2.02,1781,0,0.0,0.0,3.6,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-08 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-08 00:00:00,0,2.37,6038,0,0.0,0.0,14.31,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-08 00:00:00,0,2.58,4600,0,0.0,0.0,11.88,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-08 00:00:00,0,2.23,2081,0,0.0,0.0,4.64,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-08 00:00:00,0,2.11,1547,0,0.0,0.0,3.27,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-08 00:00:00,0,1.85,1728,0,0.0,0.0,3.19,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-09 00:00:00,0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-09 00:00:00,0,2.33,6264,0,0.0,0.0,14.58,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-09 00:00:00,0,2.57,4280,0,0.0,0.0,11.02,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-09 00:00:00,0,2.25,2163,0,0.0,0.0,4.87,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-09 00:00:00,0,2.13,1534,0,0.0,0.0,3.27,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-09 00:00:00,0,1.74,1725,0,0.0,0.0,3.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-10 00:00:00,0,2.18,7290,0,0.0,0.0,15.88,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-10 00:00:00,0,2.24,4536,0,0.0,0.0,10.14,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-10 00:00:00,0,2.3,2285,0,0.0,0.0,5.26,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-10 00:00:00,0,1.86,1682,0,0.0,0.0,3.13,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-10 00:00:00,0,1.79,1773,0,0.0,0.0,3.17,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-11 00:00:00,0,10.0,3,0,0.0,0.0,0.03,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-11 00:00:00,0,2.08,7148,0,0.0,0.0,14.86,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-11 00:00:00,0,2.15,4209,0,0.0,0.0,9.03,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-11 00:00:00,0,1.99,2420,0,0.0,0.0,4.81,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-11 00:00:00,0,1.81,1686,0,0.0,0.0,3.06,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-11 00:00:00,0,1.79,1635,0,0.0,0.0,2.93,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-12 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-12 00:00:00,0,1.95,7272,0,0.0,0.0,14.16,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-12 00:00:00,0,2.12,4762,0,0.0,0.0,10.1,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-12 00:00:00,0,1.94,2518,0,0.0,0.0,4.89,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-12 00:00:00,0,1.96,1616,0,0.0,0.0,3.16,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-12 00:00:00,0,1.74,1467,0,0.0,0.0,2.55,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-13 00:00:00,0,10.0,1,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-13 00:00:00,0,2.05,6617,0,0.0,0.0,13.58,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-13 00:00:00,0,2.27,4500,0,0.0,0.0,10.23,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-13 00:00:00,0,2.09,2207,0,0.0,0.0,4.62,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-13 00:00:00,0,1.86,1470,0,0.0,0.0,2.73,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-13 00:00:00,0,2.04,1379,0,0.0,0.0,2.81,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-14 00:00:00,0,2.2,6136,0,0.0,0.0,13.47,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-14 00:00:00,0,2.34,4258,0,0.0,0.0,9.98,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-14 00:00:00,0,2.25,2060,0,0.0,0.0,4.64,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-14 00:00:00,0,2.19,1376,0,0.0,0.0,3.02,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-14 00:00:00,0,2.01,1406,0,0.0,0.0,2.83,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-15 00:00:00,0,2.26,5342,0,0.0,0.0,12.05,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-15 00:00:00,0,2.62,3876,0,0.0,0.0,10.16,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-15 00:00:00,0,2.42,1930,0,0.0,0.0,4.67,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-15 00:00:00,0,2.12,1337,0,0.0,0.0,2.84,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-15 00:00:00,0,2.07,1437,0,0.0,0.0,2.98,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-16 00:00:00,0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-16 00:00:00,0,2.3,5312,0,0.0,0.0,12.2,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-16 00:00:00,0,2.55,3943,0,0.0,0.0,10.06,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-16 00:00:00,0,2.56,2006,0,0.0,0.0,5.13,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-16 00:00:00,0,2.22,1317,0,0.0,0.0,2.92,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-16 00:00:00,0,2.1,1337,0,0.0,0.0,2.81,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-17 00:00:00,0,2.32,6037,0,0.0,0.0,13.98,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-17 00:00:00,0,2.37,3549,0,0.0,0.0,8.4,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-17 00:00:00,0,2.36,1981,0,0.0,0.0,4.67,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-17 00:00:00,0,2.14,1448,0,0.0,0.0,3.1,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-17 00:00:00,0,2.11,1629,0,0.0,0.0,3.44,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-18 00:00:00,0,2.1,6130,0,0.0,0.0,12.85,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-18 00:00:00,0,2.35,3565,0,0.0,0.0,8.38,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-18 00:00:00,0,2.04,1904,0,0.0,0.0,3.89,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-18 00:00:00,0,2.15,1468,0,0.0,0.0,3.15,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-18 00:00:00,0,1.84,1449,0,0.0,0.0,2.67,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-19 00:00:00,0,2.06,5493,0,0.0,0.0,11.29,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-19 00:00:00,0,2.26,3719,0,0.0,0.0,8.42,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-19 00:00:00,0,2.22,2015,0,0.0,0.0,4.48,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-19 00:00:00,0,2.1,1389,0,0.0,0.0,2.92,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-19 00:00:00,0,1.9,1181,0,0.0,0.0,2.24,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-20 00:00:00,0,2.23,5008,0,0.0,0.0,11.19,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-20 00:00:00,0,2.34,3477,0,0.0,0.0,8.12,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-20 00:00:00,0,2.22,1791,0,0.0,0.0,3.97,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-20 00:00:00,0,2.14,1269,0,0.0,0.0,2.71,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-20 00:00:00,0,2.14,1192,0,0.0,0.0,2.55,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-21 00:00:00,0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-21 00:00:00,0,2.47,4360,0,0.0,0.0,10.75,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-21 00:00:00,0,2.55,3082,0,0.0,0.0,7.87,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-21 00:00:00,0,2.57,1483,0,0.0,0.0,3.81,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-21 00:00:00,0,2.22,1029,0,0.0,0.0,2.28,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-21 00:00:00,0,2.27,1085,0,0.0,0.0,2.46,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-22 00:00:00,0,2.55,3594,0,0.0,0.0,9.15,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-22 00:00:00,0,2.56,2564,0,0.0,0.0,6.56,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-22 00:00:00,0,2.92,1453,0,0.0,0.0,4.24,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-22 00:00:00,0,2.46,1015,0,0.0,0.0,2.5,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-22 00:00:00,0,2.55,1096,0,0.0,0.0,2.79,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-23 00:00:00,0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-23 00:00:00,0,2.44,3587,0,0.0,0.0,8.77,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-23 00:00:00,0,2.77,2165,0,0.0,0.0,5.99,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-23 00:00:00,0,2.7,1227,0,0.0,0.0,3.31,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-23 00:00:00,0,2.53,982,0,0.0,0.0,2.48,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-23 00:00:00,0,2.31,1034,0,0.0,0.0,2.39,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-24 00:00:00,0,2.21,2276,0,0.0,0.0,5.04,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-24 00:00:00,0,2.19,1405,0,0.0,0.0,3.08,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-24 00:00:00,0,2.35,821,0,0.0,0.0,1.93,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-24 00:00:00,0,2.66,662,0,0.0,0.0,1.76,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-24 00:00:00,0,2.84,746,0,0.0,0.0,2.12,0.0,0.0,Nacoes Shopping,NS
NONE,2025-10-25 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-25 00:00:00,0,1.97,1680,0,0.0,0.0,3.31,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-25 00:00:00,0,2.33,960,0,0.0,0.0,2.24,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-25 00:00:00,0,2.55,506,0,0.0,0.0,1.29,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-25 00:00:00,0,2.0,400,0,0.0,0.0,0.8,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-25 00:00:00,0,2.61,459,0,0.0,0.0,1.2,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-26 00:00:00,0,1.84,321,0,0.0,0.0,0.59,0.0,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-26 00:00:00,0,1.76,199,0,0.0,0.0,0.35,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-26 00:00:00,0,1.61,124,0,0.0,0.0,0.2,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-26 00:00:00,0,2.13,80,0,0.0,0.0,0.17,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-26 00:00:00,0,3.17,101,0,0.0,0.0,0.32,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-27 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-30 00:00:00,0,2.41,4543,2,0.0,0.0,10.95,5.48,0.04,Nacoes Shopping,NS
AGE_25_34,2025-10-30 00:00:00,0,2.98,2357,0,0.0,0.0,7.03,0.0,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-30 00:00:00,0,3.24,1845,0,0.0,0.0,5.97,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-30 00:00:00,0,3.0,1818,1,0.0,0.0,5.46,5.46,0.06,Nacoes Shopping,NS
AGE_55_100,2025-10-30 00:00:00,0,3.55,2692,2,0.0,0.0,9.57,4.79,0.07,Nacoes Shopping,NS
AGE_18_24,2025-10-31 00:00:00,0,2.85,10274,3,0.0,0.0,29.23,9.74,0.03,Nacoes Shopping,NS
AGE_25_34,2025-10-31 00:00:00,0,3.44,5905,3,0.0,0.0,20.32,6.77,0.05,Nacoes Shopping,NS
AGE_35_44,2025-10-31 00:00:00,0,3.02,3535,0,0.0,0.0,10.67,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-31 00:00:00,0,2.89,2803,2,0.0,0.0,8.1,4.05,0.07,Nacoes Shopping,NS
AGE_55_100,2025-10-31 00:00:00,0,3.01,3101,1,0.0,0.0,9.32,9.32,0.03,Nacoes Shopping,NS
AGE_18_24,2025-11-01 00:00:00,0,2.39,10958,4,0.0,0.0,26.14,6.54,0.04,Nacoes Shopping,NS
AGE_25_34,2025-11-01 00:00:00,0,2.74,7695,4,0.0,0.0,21.09,5.27,0.05,Nacoes Shopping,NS
AGE_35_44,2025-11-01 00:00:00,0,2.57,4329,3,0.0,0.0,11.13,3.71,0.07,Nacoes Shopping,NS
AGE_45_54,2025-11-01 00:00:00,0,2.64,2962,1,0.0,0.0,7.82,7.82,0.03,Nacoes Shopping,NS
AGE_55_100,2025-11-01 00:00:00,0,2.67,3039,3,0.0,0.0,8.1,2.7,0.1,Nacoes Shopping,NS
AGE_18_24,2025-11-02 00:00:00,0,2.15,9374,9,0.0,0.0,20.18,2.24,0.1,Nacoes Shopping,NS
AGE_25_34,2025-11-02 00:00:00,0,2.45,7313,6,0.0,0.0,17.95,2.99,0.08,Nacoes Shopping,NS
AGE_35_44,2025-11-02 00:00:00,0,2.8,4473,0,0.0,0.0,12.53,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-02 00:00:00,0,2.58,3210,4,0.0,0.0,8.28,2.07,0.12,Nacoes Shopping,NS
AGE_55_100,2025-11-02 00:00:00,0,2.91,3391,2,0.0,0.0,9.87,4.94,0.06,Nacoes Shopping,NS
AGE_18_24,2025-11-03 00:00:00,0,2.38,8135,4,0.0,0.0,19.34,4.84,0.05,Nacoes Shopping,NS
AGE_25_34,2025-11-03 00:00:00,0,2.48,7061,1,0.0,0.0,17.49,17.49,0.01,Nacoes Shopping,NS
AGE_35_44,2025-11-03 00:00:00,0,3.16,4376,1,0.0,0.0,13.83,13.83,0.02,Nacoes Shopping,NS
AGE_45_54,2025-11-03 00:00:00,0,2.54,3060,0,0.0,0.0,7.77,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-03 00:00:00,0,2.9,3139,1,0.0,0.0,9.1,9.1,0.03,Nacoes Shopping,NS
NONE,2025-11-04 00:00:00,0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-04 00:00:00,0,2.4,9136,2,0.0,0.0,21.93,10.97,0.02,Nacoes Shopping,NS
AGE_25_34,2025-11-04 00:00:00,0,2.55,7625,4,0.0,0.0,19.47,4.87,0.05,Nacoes Shopping,NS
AGE_35_44,2025-11-04 00:00:00,0,2.71,4381,2,0.0,0.0,11.87,5.94,0.05,Nacoes Shopping,NS
AGE_45_54,2025-11-04 00:00:00,0,2.6,2774,0,0.0,0.0,7.21,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-04 00:00:00,0,3.0,2941,2,0.0,0.0,8.82,4.41,0.07,Nacoes Shopping,NS
AGE_18_24,2025-11-05 00:00:00,0,2.55,8626,4,0.0,0.0,21.99,5.5,0.05,Nacoes Shopping,NS
AGE_25_34,2025-11-05 00:00:00,0,2.68,7194,5,0.0,0.0,19.3,3.86,0.07,Nacoes Shopping,NS
AGE_35_44,2025-11-05 00:00:00,0,2.78,3807,5,0.0,0.0,10.58,2.12,0.13,Nacoes Shopping,NS
AGE_45_54,2025-11-05 00:00:00,0,2.75,2574,1,0.0,0.0,7.07,7.07,0.04,Nacoes Shopping,NS
AGE_55_100,2025-11-05 00:00:00,0,2.93,3034,1,0.0,0.0,8.89,8.89,0.03,Nacoes Shopping,NS
NONE,2025-11-06 00:00:00,0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-06 00:00:00,0,2.53,8080,6,0.0,0.0,20.44,3.41,0.07,Nacoes Shopping,NS
AGE_25_34,2025-11-06 00:00:00,0,2.99,5915,1,0.0,0.0,17.69,17.69,0.02,Nacoes Shopping,NS
AGE_35_44,2025-11-06 00:00:00,0,3.25,3377,2,0.0,0.0,10.98,5.49,0.06,Nacoes Shopping,NS
AGE_45_54,2025-11-06 00:00:00,0,2.93,2566,1,0.0,0.0,7.52,7.52,0.04,Nacoes Shopping,NS
AGE_55_100,2025-11-06 00:00:00,0,2.89,2977,1,0.0,0.0,8.6,8.6,0.03,Nacoes Shopping,NS
AGE_18_24,2025-11-07 00:00:00,0,2.75,7508,3,0.0,0.0,20.68,6.89,0.04,Nacoes Shopping,NS
AGE_25_34,2025-11-07 00:00:00,0,2.96,5130,1,0.0,0.0,15.17,15.17,0.02,Nacoes Shopping,NS
AGE_35_44,2025-11-07 00:00:00,0,3.3,2984,2,0.0,0.0,9.84,4.92,0.07,Nacoes Shopping,NS
AGE_45_54,2025-11-07 00:00:00,0,2.84,2155,0,0.0,0.0,6.13,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-07 00:00:00,0,2.99,2700,2,0.0,0.0,8.08,4.04,0.07,Nacoes Shopping,NS
AGE_18_24,2025-11-08 00:00:00,0,2.45,6993,3,0.0,0.0,17.12,5.71,0.04,Nacoes Shopping,NS
AGE_25_34,2025-11-08 00:00:00,0,2.91,4750,5,0.0,0.0,13.84,2.77,0.11,Nacoes Shopping,NS
AGE_35_44,2025-11-08 00:00:00,0,2.57,2521,4,0.0,0.0,6.48,1.62,0.16,Nacoes Shopping,NS
AGE_45_54,2025-11-08 00:00:00,0,2.23,1757,2,0.0,0.0,3.91,1.96,0.11,Nacoes Shopping,NS
AGE_55_100,2025-11-08 00:00:00,0,2.58,1864,1,0.0,0.0,4.81,4.81,0.05,Nacoes Shopping,NS
AGE_18_24,2025-11-09 00:00:00,0,2.55,5858,3,0.0,0.0,14.91,4.97,0.05,Nacoes Shopping,NS
AGE_25_34,2025-11-09 00:00:00,0,2.79,4114,1,0.0,0.0,11.48,11.48,0.02,Nacoes Shopping,NS
AGE_35_44,2025-11-09 00:00:00,0,3.03,2178,1,0.0,0.0,6.61,6.61,0.05,Nacoes Shopping,NS
AGE_45_54,2025-11-09 00:00:00,0,2.35,1420,0,0.0,0.0,3.34,0.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-09 00:00:00,0,2.56,1501,0,0.0,0.0,3.85,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-10 00:00:00,0,2.75,5825,5,0.0,0.0,16.01,3.2,0.09,Nacoes Shopping,NS
AGE_25_34,2025-11-10 00:00:00,0,2.81,3937,3,0.0,0.0,11.05,3.68,0.08,Nacoes Shopping,NS
AGE_35_44,2025-11-10 00:00:00,0,2.73,2019,0,0.0,0.0,5.51,0.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-10 00:00:00,0,2.71,1412,1,0.0,0.0,3.83,3.83,0.07,Nacoes Shopping,NS
AGE_55_100,2025-11-10 00:00:00,0,3.42,1487,0,0.0,0.0,5.08,0.0,0.0,Nacoes Shopping,NS
NONE,2025-11-11 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-11 00:00:00,0,4.46,7308,351,0.0,0.0,32.58,0.09,4.8,Nacoes Shopping,NS
AGE_25_34,2025-11-11 00:00:00,0,3.94,4314,131,0.0,0.0,17.0,0.13,3.04,Nacoes Shopping,NS
AGE_35_44,2025-11-11 00:00:00,0,4.8,3480,179,0.0,0.0,16.7,0.09,5.14,Nacoes Shopping,NS
AGE_45_54,2025-11-11 00:00:00,0,4.66,2552,147,0.0,0.0,11.89,0.08,5.76,Nacoes Shopping,NS
AGE_55_100,2025-11-11 00:00:00,0,3.63,2208,67,0.0,0.0,8.01,0.12,3.03,Nacoes Shopping,NS
NONE,2025-11-12 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-12 00:00:00,0,4.09,7007,344,0.0,0.0,28.65,0.08,4.91,Nacoes Shopping,NS
AGE_25_34,2025-11-12 00:00:00,0,3.98,3793,136,0.0,0.0,15.11,0.11,3.59,Nacoes Shopping,NS
AGE_35_44,2025-11-12 00:00:00,0,4.37,3069,170,0.0,0.0,13.42,0.08,5.54,Nacoes Shopping,NS
AGE_45_54,2025-11-12 00:00:00,0,6.25,2317,180,0.0,0.0,14.48,0.08,7.77,Nacoes Shopping,NS
AGE_55_100,2025-11-12 00:00:00,0,3.31,2614,107,0.0,0.0,8.65,0.08,4.09,Nacoes Shopping,NS
NONE,2025-11-13 00:00:00,0,13.33,3,1,0.0,0.0,0.04,0.04,33.33,Nacoes Shopping,NS
AGE_18_24,2025-11-13 00:00:00,0,5.04,6508,490,0.0,0.0,32.79,0.07,7.53,Nacoes Shopping,NS
AGE_25_34,2025-11-13 00:00:00,0,4.5,3875,185,0.0,0.0,17.44,0.09,4.77,Nacoes Shopping,NS
AGE_35_44,2025-11-13 00:00:00,0,4.9,3236,230,0.0,0.0,15.86,0.07,7.11,Nacoes Shopping,NS
AGE_45_54,2025-11-13 00:00:00,0,5.02,2331,194,0.0,0.0,11.71,0.06,8.32,Nacoes Shopping,NS
AGE_55_100,2025-11-13 00:00:00,0,4.15,2391,127,0.0,0.0,9.93,0.08,5.31,Nacoes Shopping,NS
NONE,2025-11-14 00:00:00,0,5.0,2,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-14 00:00:00,0,5.24,6182,499,0.0,0.0,32.38,0.06,8.07,Nacoes Shopping,NS
AGE_25_34,2025-11-14 00:00:00,0,4.64,3791,191,0.0,0.0,17.59,0.09,5.04,Nacoes Shopping,NS
AGE_35_44,2025-11-14 00:00:00,0,6.57,2758,236,0.0,0.0,18.13,0.08,8.56,Nacoes Shopping,NS
AGE_45_54,2025-11-14 00:00:00,0,6.23,2175,272,0.0,0.0,13.54,0.05,12.51,Nacoes Shopping,NS
AGE_55_100,2025-11-14 00:00:00,0,4.27,2049,136,0.0,0.0,8.74,0.06,6.64,Nacoes Shopping,NS
NONE,2025-11-15 00:00:00,0,7.27,11,2,0.0,0.0,0.08,0.04,18.18,Nacoes Shopping,NS
AGE_18_24,2025-11-15 00:00:00,0,4.63,6128,296,0.0,0.0,28.38,0.1,4.83,Nacoes Shopping,NS
AGE_25_34,2025-11-15 00:00:00,0,3.78,3826,85,0.0,0.0,14.48,0.17,2.22,Nacoes Shopping,NS
AGE_35_44,2025-11-15 00:00:00,0,5.32,2911,144,0.0,0.0,15.49,0.11,4.95,Nacoes Shopping,NS
AGE_45_54,2025-11-15 00:00:00,0,4.12,1924,115,0.0,0.0,7.92,0.07,5.98,Nacoes Shopping,NS
AGE_55_100,2025-11-15 00:00:00,0,5.05,2121,114,0.0,0.0,10.72,0.09,5.37,Nacoes Shopping,NS
NONE,2025-11-16 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-16 00:00:00,0,4.65,6353,394,0.0,0.0,29.55,0.08,6.2,Nacoes Shopping,NS
AGE_25_34,2025-11-16 00:00:00,0,4.02,3781,145,0.0,0.0,15.21,0.1,3.83,Nacoes Shopping,NS
AGE_35_44,2025-11-16 00:00:00,0,4.96,2974,156,0.0,0.0,14.74,0.09,5.25,Nacoes Shopping,NS
AGE_45_54,2025-11-16 00:00:00,0,6.28,1923,239,0.0,0.0,12.07,0.05,12.43,Nacoes Shopping,NS
AGE_55_100,2025-11-16 00:00:00,0,5.08,1814,124,0.0,0.0,9.22,0.07,6.84,Nacoes Shopping,NS
NONE,2025-11-17 00:00:00,0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-17 00:00:00,0,4.58,5734,336,0.0,0.0,26.29,0.08,5.86,Nacoes Shopping,NS
AGE_25_34,2025-11-17 00:00:00,0,4.39,3612,140,0.0,0.0,15.87,0.11,3.88,Nacoes Shopping,NS
AGE_35_44,2025-11-17 00:00:00,0,4.61,2648,153,0.0,0.0,12.21,0.08,5.78,Nacoes Shopping,NS
AGE_45_54,2025-11-17 00:00:00,0,5.76,2159,256,0.0,0.0,12.43,0.05,11.86,Nacoes Shopping,NS
AGE_55_100,2025-11-17 00:00:00,0,5.43,1918,152,0.0,0.0,10.42,0.07,7.92,Nacoes Shopping,NS
NONE,2025-11-18 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-18 00:00:00,0,4.91,5324,201,0.0,0.0,26.15,0.13,3.78,Nacoes Shopping,NS
AGE_25_34,2025-11-18 00:00:00,0,4.12,3519,74,0.0,0.0,14.51,0.2,2.1,Nacoes Shopping,NS
AGE_35_44,2025-11-18 00:00:00,0,4.48,2341,94,0.0,0.0,10.48,0.11,4.02,Nacoes Shopping,NS
AGE_45_54,2025-11-18 00:00:00,0,5.97,1595,113,0.0,0.0,9.53,0.08,7.08,Nacoes Shopping,NS
AGE_55_100,2025-11-18 00:00:00,0,5.71,2321,142,0.0,0.0,13.26,0.09,6.12,Nacoes Shopping,NS
