plataforma,campanha,impressoes,custo,video_p25,video_p50,video_p75,video_p100,video_2s,video_6s
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,16449,32.39,132.0,52.0,24.0,16.0,1415.0,332.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,12558,20.88,244.0,105.0,62.0,51.0,556.0,97.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,6218,11.5,82.0,31.0,16.0,10.0,490.0,100.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,11192,18.91,184.0,82.0,55.0,37.0,438.0,83.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7301,12.53,112.0,51.0,27.0,20.0,735.0,130.0
TikTok Ads,ALC - Bloko Rosa,17457,33.31,128.0,49.0,19.0,6.0,1561.0,322.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,11746,20.02,200.0,90.0,56.0,42.0,495.0,79.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,2,0.0,1.0,1.0,1.0,1.0,2.0,1.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,10658,18.24,195.0,78.0,47.0,40.0,414.0,89.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,6785,12.2,109.0,46.0,30.0,22.0,611.0,125.0
TikTok Ads,ALC - NATAL 25 02,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,7197,11.33,42.0,8.0,2.0,2.0,582.0,135.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,7196,9.87,171.0,65.0,36.0,27.0,807.0,145.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,4705,9.92,80.0,40.0,25.0,16.0,416.0,89.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,10371,18.54,158.0,59.0,37.0,25.0,412.0,65.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8656,14.2,97.0,45.0,22.0,15.0,702.0,117.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,11845,20.09,239.0,82.0,52.0,42.0,520.0,89.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,4068,4.88,34.0,12.0,6.0,3.0,246.0,45.0
TikTok Ads,Traffic - Promo Natal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,18940,36.73,253.0,86.0,49.0,37.0,1636.0,293.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7020,11.18,56.0,30.0,17.0,10.0,442.0,71.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,11710,20.05,207.0,98.0,62.0,49.0,463.0,89.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8936,13.77,121.0,54.0,27.0,17.0,676.0,147.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,12463,19.0,349.0,135.0,76.0,57.0,1579.0,292.0
TikTok Ads,ALC - Smart Zoo,10837,19.08,345.0,135.0,79.0,56.0,1505.0,287.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8401,12.58,67.0,28.0,15.0,10.0,554.0,85.0
TikTok Ads,ALC - LIQUIDA,10738,17.63,210.0,96.0,63.0,44.0,458.0,97.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8641,13.64,103.0,52.0,25.0,13.0,735.0,130.0
TikTok Ads,ALC - LIQUIDA,9999,18.94,169.0,76.0,46.0,35.0,421.0,81.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,18256,36.44,241.0,82.0,44.0,25.0,1506.0,276.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,5774,9.41,48.0,16.0,9.0,6.0,363.0,67.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7616,12.16,65.0,29.0,18.0,7.0,541.0,100.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,8470,16.96,142.0,69.0,44.0,30.0,338.0,64.0
TikTok Ads,ALC - Smart Zoo,10768,19.16,306.0,130.0,80.0,53.0,1453.0,266.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Tráfego - App instal - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,5215,8.08,41.0,14.0,6.0,2.0,294.0,53.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,7672,12.25,74.0,23.0,15.0,7.0,536.0,91.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8707,13.71,132.0,59.0,33.0,23.0,803.0,154.0
TikTok Ads,ALC - LIQUIDA,8355,18.39,171.0,80.0,57.0,43.0,436.0,82.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,10900,19.71,357.0,159.0,94.0,71.0,1692.0,342.0
TikTok Ads,ALC - NATAL 25 02,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,5345,7.1,96.0,40.0,19.0,17.0,193.0,44.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,2164,3.49,22.0,7.0,2.0,0.0,147.0,28.0
TikTok Ads,TRAF - NATAL 25,1,0.0,2.0,2.0,1.0,1.0,3.0,3.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7360,12.24,84.0,33.0,22.0,13.0,600.0,105.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,2968,6.62,63.0,26.0,12.0,8.0,133.0,30.0
TikTok Ads,ALC - Bloko Rosa,12752,29.89,105.0,47.0,21.0,13.0,1157.0,273.0
TikTok Ads,ALC - Carna PET,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,6869,11.38,117.0,42.0,26.0,18.0,622.0,103.0
TikTok Ads,ALC - Smart Zoo,10271,18.04,296.0,129.0,73.0,52.0,1321.0,268.0
TikTok Ads,ALC - Smart Zoo,12793,18.76,316.0,135.0,93.0,72.0,1343.0,240.0
TikTok Ads,ALC - Carna PET,18632,33.78,233.0,90.0,43.0,27.0,1459.0,270.0
TikTok Ads,ALC - Bloko Rosa,14657,28.1,73.0,31.0,18.0,13.0,923.0,189.0
TikTok Ads,ALC - Bloko Rosa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,16818,31.27,178.0,61.0,33.0,23.0,1167.0,214.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,11534,17.24,215.0,88.0,51.0,34.0,1084.0,219.0
TikTok Ads,ALC - Smart Zoo,11077,20.2,405.0,154.0,96.0,64.0,1618.0,331.0
TikTok Ads,ALC - Smart Zoo,11417,15.84,145.0,59.0,35.0,22.0,879.0,151.0
TikTok Ads,ALC - Smart Zoo,9969,18.98,333.0,145.0,79.0,65.0,1479.0,285.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,15216,33.04,195.0,63.0,36.0,22.0,1203.0,223.0
TikTok Ads,ALC - Bloko Rosa,13991,30.05,119.0,45.0,28.0,14.0,1158.0,280.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,2044,3.25,39.0,16.0,8.0,6.0,211.0,43.0
TikTok Ads,ALC - Smart Zoo,8968,16.9,280.0,115.0,67.0,40.0,1206.0,264.0
TikTok Ads,ALC - Smart Zoo,11720,18.61,319.0,122.0,79.0,60.0,1349.0,242.0
TikTok Ads,ALC - Bloko Rosa,15903,29.26,89.0,29.0,14.0,11.0,1050.0,244.0
TikTok Ads,ALC - Smart Zoo,8479,14.61,189.0,71.0,36.0,24.0,916.0,178.0
TikTok Ads,ALC - Smart Zoo,12188,18.44,243.0,84.0,46.0,31.0,1091.0,210.0
TikTok Ads,ALC - Smart Zoo,10767,18.57,423.0,164.0,86.0,62.0,1670.0,350.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,13790,33.04,205.0,77.0,42.0,24.0,1229.0,243.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,10159,15.54,178.0,76.0,48.0,33.0,878.0,169.0
TikTok Ads,ALC - Smart Zoo,9109,18.45,299.0,123.0,84.0,55.0,1256.0,253.0
TikTok Ads,ALC - Bloko Rosa,17022,30.54,138.0,41.0,19.0,10.0,1486.0,321.0
TikTok Ads,ALC - Carna PET,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,7194,15.27,71.0,25.0,13.0,8.0,451.0,84.0
TikTok Ads,ALC - Carna PET,20557,34.76,280.0,94.0,55.0,40.0,1651.0,324.0
TikTok Ads,ALC - Bloko Rosa,14650,31.03,84.0,27.0,12.0,6.0,1084.0,229.0
TikTok Ads,ALC - Smart Zoo,7699,13.25,181.0,72.0,40.0,25.0,828.0,164.0
TikTok Ads,ALC - Smart Zoo,11286,18.0,242.0,107.0,58.0,37.0,1025.0,213.0
TikTok Ads,ALC - Smart Zoo,9600,18.22,335.0,141.0,92.0,61.0,1272.0,250.0
TikTok Ads,ALC - Smart Zoo,5650,12.04,107.0,35.0,18.0,9.0,574.0,100.0
TikTok Ads,ALC - Smart Zoo,10651,18.12,240.0,90.0,52.0,40.0,1103.0,216.0
TikTok Ads,ALC - Smart Zoo,11442,18.94,276.0,123.0,79.0,66.0,1174.0,206.0
TikTok Ads,ALC - Carna PET,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,6973,12.45,35.0,14.0,8.0,3.0,489.0,99.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,8981,15.15,182.0,73.0,45.0,31.0,901.0,165.0
TikTok Ads,ALC - Smart Zoo,11900,19.58,264.0,104.0,67.0,45.0,1222.0,260.0
TikTok Ads,ALC - Bloko Rosa,18871,31.47,119.0,44.0,20.0,11.0,1575.0,335.0
TikTok Ads,ALC - Bloko Rosa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,8598,16.27,215.0,72.0,43.0,34.0,1010.0,200.0
TikTok Ads,ALC - Smart Zoo,10962,18.79,300.0,113.0,71.0,53.0,1349.0,268.0
TikTok Ads,ALC - Carna PET,15714,33.4,183.0,67.0,27.0,16.0,1113.0,200.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Tráfego - App instal - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,4483,19.46,1332.0,547.0,313.0,244.0,1803.0,1475.0
TikTok Ads,ALC - PROMO MAES,11495,20.04,65.0,16.0,10.0,6.0,532.0,84.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,14561,55.92,3744.0,1572.0,992.0,782.0,5002.0,4145.0
TikTok Ads,ALC - PROMO MAES,28242,47.49,204.0,76.0,45.0,32.0,1665.0,273.0
TikTok Ads,TRAF - PROMO MAES,121,0.67,9.0,3.0,3.0,3.0,36.0,11.0
TikTok Ads,ALC - PROMO MAES,11818,20.84,144.0,51.0,30.0,21.0,967.0,217.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,6444,33.04,2002.0,1126.0,720.0,467.0,2857.0,2489.0
TikTok Ads,ALC - PROMO MAES,27067,56.92,319.0,152.0,99.0,69.0,2285.0,508.0
TikTok Ads,TRAF - PROMO MAES,15215,52.9,3363.0,1229.0,766.0,579.0,4510.0,3694.0
TikTok Ads,TRAF - PROMO MAES,13454,54.69,3310.0,1398.0,921.0,730.0,4517.0,3656.0
TikTok Ads,ALC - PROMO MAES,25997,47.88,199.0,88.0,57.0,34.0,1557.0,284.0
TikTok Ads,TRAF - PROMO MAES,5792,26.29,1572.0,606.0,391.0,303.0,2071.0,1675.0
TikTok Ads,ALC - PROMO MAES,11122,23.55,94.0,37.0,25.0,15.0,698.0,127.0
TikTok Ads,ALC - PROMO MAES,26086,48.01,192.0,69.0,40.0,31.0,1476.0,288.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
