campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,gender,shopping
ALC - LIQUIDA 25,120238153011580075,OUTCOME_AWARENESS,2026-01-01,8668,7064,1.227067,9,0.10383,2.08348,2.163281,18.751317,7.0,0,2.67876,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,324.0,0,0.057874,1.0,0,0,324.0,0,0.057874,0,0,0,0.0,0,0,0.0,0,0,239.0,100.0,65.0,45.0,,,,0.0,unknown,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-01-01,117570,80626,1.458214,217,0.184571,0.815553,1.505273,176.974986,122.0,0,1.450615,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14917.0,0,0.011864,66.0,0,0,14917.0,0,0.011864,0,0,0,0.0,0,0,0.0,0,0,1401.0,541.0,313.0,204.0,,,,0.0,female,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-01-01,115837,79261,1.461463,216,0.186469,0.809097,1.508715,174.765048,116.0,0,1.506595,1.0,0,174.765048,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13528.0,0,0.012919,53.0,0,0,13528.0,0,0.012919,0,0,0,0.0,0,0,0.0,0,0,1119.0,402.0,223.0,150.0,,,,0.0,male,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-01-01,699,513,1.362573,0,0.0,0.0,1.702384,1.189966,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,95.0,0,0.012526,0.0,0,0,95.0,0,0.012526,0,0,0,0.0,0,0,0.0,0,0,5.0,2.0,1.0,1.0,,,,0.0,unknown,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-01-01,195085,124560,1.566193,348,0.178384,0.756108,1.348773,263.125457,170.0,0,1.547797,1.0,0,263.125457,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12170.0,0,0.021621,87.0,0,0,12170.0,0,0.021621,0,0,0,0.0,0,0,0.0,0,0,2313.0,569.0,280.0,172.0,,,,0.0,female,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-01-01,160493,102459,1.566412,217,0.135208,1.000896,1.353296,217.194504,136.0,0,1.597018,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10344.0,0,0.020997,40.0,0,0,10344.0,0,0.020997,0,0,0,0.0,0,0,0.0,0,0,1897.0,489.0,228.0,137.0,,,,0.0,male,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-01-01,1397,1000,1.397,2,0.143164,0.95002,1.360085,1.900039,1.0,0,1.900039,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,126.0,0,0.01508,0.0,0,0,126.0,0,0.01508,0,0,0,0.0,0,0,0.0,0,0,23.0,9.0,2.0,2.0,,,,0.0,unknown,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-01-01,236051,122354,1.929246,550,0.233001,0.590298,1.375396,324.663708,271.0,0,1.198021,2.0,0,162.331854,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20037.0,0,0.016203,112.0,0,0,20037.0,0,0.016203,0,0,0,0.0,0,0,0.0,0,0,12106.0,4444.0,2304.0,1603.0,,,,0.0,female,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-01-01,196516,112191,1.75162,340,0.173014,0.797401,1.379615,271.116395,185.0,0,1.465494,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14551.0,0,0.018632,58.0,0,0,14551.0,0,0.018632,0,0,0,0.0,0,0,0.0,0,0,8296.0,2865.0,1416.0,981.0,,,,0.0,male,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-01-01,1493,903,1.653378,2,0.133958,1.034948,1.386401,2.069896,1.0,0,2.069896,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,142.0,0,0.014577,0.0,0,0,142.0,0,0.014577,0,0,0,0.0,0,0,0.0,0,0,87.0,29.0,13.0,11.0,,,,0.0,unknown,NR
ENG - GANHADOR CARRO,120238391288220075,OUTCOME_ENGAGEMENT,2026-01-01,15860,13655,1.161479,68,0.428752,1.101397,4.722258,74.895018,28.0,0,2.674822,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7342.0,0,0.010201,169.0,0,0,7342.0,0,0.010201,0,0,0,0.0,0,0,0.0,0,0,2282.0,1567.0,948.0,511.0,,,,10.0,female,NR
ENG - GANHADOR CARRO,120238391288220075,OUTCOME_ENGAGEMENT,2026-01-01,5576,4992,1.116987,13,0.233142,1.911156,4.455708,24.84503,3.0,0,8.281677,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2301.0,0,0.010797,65.0,0,0,2301.0,0,0.010797,0,0,0,0.0,0,0,0.0,0,0,866.0,609.0,363.0,191.0,,,,1.0,male,NR
ENG - GANHADOR CARRO,120238391288220075,OUTCOME_ENGAGEMENT,2026-01-01,44,35,1.257143,0,0.0,0.0,5.453455,0.239952,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,0,0.013331,0.0,0,0,18.0,0,0.013331,0,0,0,0.0,0,0,0.0,0,0,7.0,4.0,2.0,1.0,,,,0.0,unknown,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-01-01,114761,64681,1.774261,141,0.122864,1.033475,1.269769,145.72,105.0,0,1.38781,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,118.0,0,1.234915,10.0,0,0,118.0,0,1.234915,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,female,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-01-01,125417,71658,1.750216,108,0.086113,1.486852,1.280369,160.58,75.0,0,2.141067,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,90.0,0,1.784222,13.0,0,0,90.0,0,1.784222,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,male,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-01-01,958,579,1.654577,0,0.0,0.0,1.367432,1.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-01-01,107270,71048,1.509824,230,0.214412,0.608565,1.304838,139.97,58.0,0,2.413276,23.0,0,6.085652,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7452.0,0,0.018783,47.0,0,0,7452.0,0,0.018783,0,0,0,0.0,0,0,0.0,0,0,911.0,255.0,142.0,55.0,,,,55.0,female,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-01-01,111226,78471,1.417415,200,0.179814,0.7411,1.332602,148.22,56.0,0,2.646786,22.0,0,6.737273,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7082.0,0,0.020929,45.0,0,0,7082.0,0,0.020929,0,0,0,0.0,0,0,0.0,0,0,830.0,243.0,135.0,67.0,,,,52.0,male,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-01-01,934,643,1.452566,3,0.321199,0.37,1.188437,1.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,58.0,0,0.019138,1.0,0,0,58.0,0,0.019138,0,0,0,0.0,0,0,0.0,0,0,6.0,1.0,,,,,,0.0,unknown,NR
ALC - Show Kpop,120238712911550075,OUTCOME_AWARENESS,2026-01-01,192390,126030,1.526541,304,0.158012,0.901859,1.425048,274.165014,16.0,0,17.135313,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17044.0,0,0.016086,70.0,0,0,17044.0,0,0.016086,0,0,0,0.0,0,0,0.0,0,0,11609.0,5020.0,3140.0,1840.0,,,,10.0,female,NR
ALC - Show Kpop,120238712911550075,OUTCOME_AWARENESS,2026-01-01,192235,121398,1.58351,203,0.1056,1.346527,1.421932,273.345029,4.0,0,68.336257,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22526.0,0,0.012135,61.0,0,0,22526.0,0,0.012135,0,0,0,0.0,0,0,0.0,0,0,14431.0,4737.0,2564.0,1429.0,,,,1.0,male,NR
ALC - Show Kpop,120238712911550075,OUTCOME_AWARENESS,2026-01-01,1499,992,1.511089,1,0.066711,2.379957,1.587696,2.379957,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,187.0,0,0.012727,0.0,0,0,187.0,0,0.012727,0,0,0,0.0,0,0,0.0,0,0,118.0,50.0,35.0,20.0,,,,0.0,unknown,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-01,7164,7164,1.0,2,0.027917,3.96,1.105528,7.92,2.0,0,3.96,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,171.0,0,0.046316,0.0,0,0,171.0,0,0.046316,0,0,0,0.0,0,0,0.0,0,0,33.0,15.0,5.0,2.0,,,,0.0,female,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-01,5547,5537,1.001806,2,0.036056,2.97,1.070849,5.94,2.0,0,2.97,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,142.0,0,0.041831,0.0,0,0,142.0,0,0.041831,0,0,0,0.0,0,0,0.0,0,0,39.0,18.0,3.0,2.0,,,,0.0,male,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-01,34,34,1.0,0,0.0,0.0,0.882353,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.03,0.0,0,0,1.0,0,0.03,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-01,6608,6584,1.003645,7,0.105932,1.017143,1.077482,7.12,6.0,0,1.186667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,204.0,0,0.034902,0.0,0,0,204.0,0,0.034902,0,0,0,0.0,0,0,0.0,0,0,86.0,32.0,16.0,11.0,,,,0.0,female,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-01,5294,5179,1.022205,6,0.113336,0.916667,1.038912,5.5,4.0,0,1.375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,234.0,0,0.023504,1.0,0,0,234.0,0,0.023504,0,0,0,0.0,0,0,0.0,0,0,117.0,44.0,22.0,16.0,,,,0.0,male,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-01,28,27,1.037037,0,0.0,0.0,1.071429,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-01,5996,5996,1.0,9,0.1501,0.718889,1.079053,6.47,3.0,0,2.156667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,267.0,0,0.024232,0.0,0,0,267.0,0,0.024232,0,0,0,0.0,0,0,0.0,0,0,117.0,50.0,21.0,10.0,,,,0.0,female,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-01,4913,4747,1.034969,7,0.142479,0.844286,1.202931,5.91,4.0,0,1.4775,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,213.0,0,0.027746,0.0,0,0,213.0,0,0.027746,0,0,0,0.0,0,0,0.0,0,0,91.0,41.0,17.0,5.0,,,,0.0,male,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-01,31,31,1.0,0,0.0,0.0,0.967742,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-02-01,8620,8491,1.015193,13,0.150812,0.884615,1.334107,11.5,8.0,0,1.4375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1044.0,0,0.011015,4.0,0,0,1044.0,0,0.011015,0,0,0,0.0,0,0,0.0,0,0,130.0,44.0,19.0,15.0,,,,0.0,female,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-02-01,8169,8169,1.0,11,0.134655,0.94,1.265761,10.34,7.0,0,1.477143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,817.0,0,0.012656,4.0,0,0,817.0,0,0.012656,0,0,0,0.0,0,0,0.0,0,0,95.0,35.0,22.0,16.0,,,,0.0,male,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-02-01,41,41,1.0,0,0.0,0.0,1.219512,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.01,0.0,0,0,5.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-01,14132,13859,1.019698,17,0.120294,1.01,1.214973,17.17,11.0,0,1.560909,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,690.0,0,0.024884,2.0,0,0,690.0,0,0.024884,0,0,0,0.0,0,0,0.0,0,0,141.0,38.0,19.0,7.0,,,,0.0,female,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-01,11396,10989,1.037037,17,0.149175,0.812941,1.212706,13.82,13.0,0,1.063077,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,577.0,0,0.023951,3.0,0,0,577.0,0,0.023951,0,0,0,0.0,0,0,0.0,0,0,112.0,32.0,14.0,9.0,,,,0.0,male,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-01,70,70,1.0,0,0.0,0.0,1.428571,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.0125,0.0,0,0,8.0,0,0.0125,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-01,28480,27461,1.037107,46,0.161517,0.720652,1.163975,33.15,31.0,0,1.069355,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1134.0,0,0.029233,4.0,0,0,1134.0,0,0.029233,0,0,0,0.0,0,0,0.0,0,0,336.0,107.0,55.0,41.0,,,,0.0,female,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-01,25205,24061,1.047546,34,0.134894,0.821765,1.10851,27.94,25.0,0,1.1176,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,975.0,0,0.028656,1.0,0,0,975.0,0,0.028656,0,0,0,0.0,0,0,0.0,0,0,249.0,84.0,30.0,16.0,,,,0.0,male,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-01,186,186,1.0,2,1.075269,0.115,1.236559,0.23,1.0,0,0.23,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.02875,0.0,0,0,8.0,0,0.02875,0,0,0,0.0,0,0,0.0,0,0,2.0,2.0,2.0,1.0,,,,0.0,unknown,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-01,16913,16572,1.020577,25,0.147815,0.7216,1.066635,18.04,17.0,0,1.061176,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,0,1.002222,1.0,0,0,18.0,0,1.002222,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,female,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-01,16334,15900,1.027296,18,0.1102,1.011667,1.114852,18.21,14.0,0,1.300714,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,1.300714,0.0,0,0,14.0,0,1.300714,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,male,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-01,106,105,1.009524,0,0.0,0.0,0.849057,0.09,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-01,28453,27724,1.026295,56,0.196816,0.579286,1.140126,32.44,19.0,0,1.707368,7.0,0,4.634286,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1927.0,0,0.016834,15.0,0,0,1927.0,0,0.016834,0,0,0,0.0,0,0,0.0,0,0,261.0,64.0,28.0,11.0,,,,17.0,female,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-01,28643,27753,1.032069,47,0.164089,0.65617,1.076703,30.84,12.0,0,2.57,3.0,0,10.28,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1885.0,0,0.016361,9.0,0,0,1885.0,0,0.016361,0,0,0,0.0,0,0,0.0,0,0,217.0,60.0,35.0,19.0,,,,10.0,male,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-01,228,226,1.00885,0,0.0,0.0,1.315789,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.021429,0.0,0,0,14.0,0,0.021429,0,0,0,0.0,0,0,0.0,0,0,3.0,2.0,1.0,,,,,0.0,unknown,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-02,183647,123925,1.481921,185,0.100737,1.267622,1.276961,234.51,129.0,0,1.817907,14.0,0,16.750714,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6487.0,0,0.036151,14.0,0,0,6487.0,0,0.036151,0,0,0,0.0,0,0,0.0,0,0,3147.0,1220.0,664.0,470.0,,,,51.0,female,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-02,121413,87892,1.381389,86,0.070833,1.770814,1.254314,152.29,64.0,0,2.379531,6.0,0,25.381667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4468.0,0,0.034085,14.0,0,0,4468.0,0,0.034085,0,0,0,0.0,0,0,0.0,0,0,1454.0,574.0,278.0,195.0,,,,9.0,male,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-02,1041,775,1.343226,3,0.288184,0.466667,1.344861,1.4,2.0,0,0.7,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,42.0,0,0.033333,0.0,0,0,42.0,0,0.033333,0,0,0,0.0,0,0,0.0,0,0,17.0,6.0,3.0,1.0,,,,1.0,unknown,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-02,159042,105459,1.508093,167,0.105004,1.203892,1.264131,201.05,127.0,0,1.583071,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3863.0,0,0.052045,10.0,0,0,3863.0,0,0.052045,0,0,0,0.0,0,0,0.0,0,0,5263.0,1833.0,1020.0,727.0,,,,16.0,female,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-02,148657,101455,1.465251,154,0.103594,1.241688,1.286317,191.22,108.0,0,1.770556,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4005.0,0,0.047745,27.0,0,0,4005.0,0,0.047745,0,0,0,0.0,0,0,0.0,0,0,5143.0,1838.0,1024.0,691.0,,,,11.0,male,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-02,1087,801,1.357054,0,0.0,0.0,1.269549,1.38,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,0.072632,0.0,0,0,19.0,0,0.072632,0,0,0,0.0,0,0,0.0,0,0,26.0,9.0,5.0,4.0,,,,0.0,unknown,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-02,214740,144801,1.483001,281,0.130856,1.032064,1.350517,290.01,191.0,0,1.518377,2.0,0,145.005,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10291.0,0,0.028181,50.0,0,0,10291.0,0,0.028181,0,0,0,0.0,0,0,0.0,0,0,2335.0,823.0,432.0,232.0,,,,6.0,female,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-02,200821,129224,1.554053,197,0.098097,1.39203,1.365544,274.23,143.0,0,1.917692,1.0,0,274.23,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8423.0,0,0.032557,30.0,0,0,8423.0,0,0.032557,0,0,0,0.0,0,0,0.0,0,0,1753.0,574.0,296.0,178.0,,,,9.0,male,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-02,1608,1126,1.428064,1,0.062189,2.3,1.430348,2.3,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,64.0,0,0.035938,1.0,0,0,64.0,0,0.035938,0,0,0,0.0,0,0,0.0,0,0,13.0,2.0,,,,,,0.0,unknown,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-02-02,41228,40436,1.019587,57,0.138256,1.064737,1.472058,60.69,43.0,0,1.411395,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4729.0,0,0.012834,23.0,0,0,4729.0,0,0.012834,0,0,0,0.0,0,0,0.0,0,0,664.0,234.0,142.0,91.0,,,,0.0,female,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-02-02,43599,43339,1.005999,58,0.133031,1.103621,1.468153,64.01,36.0,0,1.778056,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4412.0,0,0.014508,10.0,0,0,4412.0,0,0.014508,0,0,0,0.0,0,0,0.0,0,0,636.0,226.0,133.0,87.0,,,,0.0,male,NR
ALC - VOLTA AS AULAS,120238242974080075,OUTCOME_AWARENESS,2026-02-02,254,250,1.016,1,0.393701,0.41,1.614173,0.41,1.0,0,0.41,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,0,0.012813,2.0,0,0,32.0,0,0.012813,0,0,0,0.0,0,0,0.0,0,0,7.0,4.0,3.0,3.0,,,,0.0,unknown,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-02,280903,148048,1.897378,451,0.160554,0.839401,1.347689,378.57,305.0,0,1.241213,3.0,0,126.19,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8271.0,0,0.045771,51.0,0,0,8271.0,0,0.045771,0,0,0,0.0,0,0,0.0,0,0,1725.0,433.0,222.0,135.0,,,,1.0,female,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-02,213705,121942,1.752513,271,0.12681,1.062399,1.347231,287.91,180.0,0,1.5995,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6711.0,0,0.042901,30.0,0,0,6711.0,0,0.042901,0,0,0,0.0,0,0,0.0,0,0,1418.0,379.0,189.0,124.0,,,,0.0,male,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-02,1677,1031,1.626576,2,0.119261,1.095,1.305903,2.19,2.0,0,1.095,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,53.0,0,0.041321,0.0,0,0,53.0,0,0.041321,0,0,0,0.0,0,0,0.0,0,0,6.0,1.0,1.0,,,,,0.0,unknown,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-02,590119,207281,2.846952,751,0.127262,0.999387,1.271845,750.54,431.0,0,1.741392,3.0,0,250.18,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23537.0,0,0.031888,87.0,0,0,23537.0,0,0.031888,0,0,0,0.0,0,0,0.0,0,0,5864.0,2739.0,1094.0,648.0,,,,1.0,female,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-02,554843,204330,2.715426,535,0.096424,1.31071,1.263835,701.23,338.0,0,2.074645,3.0,0,233.743333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21474.0,0,0.032655,99.0,0,0,21474.0,0,0.032655,0,0,0,0.0,0,0,0.0,0,0,4954.0,2116.0,831.0,514.0,,,,0.0,male,NR
