shopping,shopping_sigla,data,impressoes,cliques,ctr,cpc_medio,custo,conversoes,valor_conversoes,roas,cpa,impression_share
GERAL,GERAL,2025-12-16,218888,2047,0.009351814626658383,0.6618254489496824,1354.756694,6445.469745,12.0,0.008857679060119117,0.21018742583516695,0.21626399528579845
GERAL,GERAL,2025-12-17,198815,1638,0.008238814978749088,0.6949361178266178,1138.305361,5861.358334,9.0,0.007906490040680746,0.1942050453385572,0.17992961743671246
GERAL,GERAL,2025-12-18,130210,1435,0.011020658935565624,0.636864043205575,913.899902,4784.041667,10.0,0.010942117378627315,0.19103092439683803,0.184622067767159
GERAL,GERAL,2025-12-19,126111,1611,0.01277446059423841,0.5606130577281192,903.147636,5412.837662,10.0,0.01107238684063831,0.16685289535660935,0.21738671173550228
GERAL,GERAL,2025-12-20,139804,2139,0.015299991416554606,0.44102799485741,943.358881,6249.678242,12.0,0.012720503555634624,0.1509451918116843,0.2305550868905011
GERAL,GERAL,2025-12-21,126134,2394,0.01897981511725625,0.3519260864661654,842.511051,5406.592812,22.0,0.026112417129588488,0.15583031315582638,0.2492865296803653
GERAL,GERAL,2025-12-22,143444,2143,0.01493962800814255,0.3766922729818012,807.251541,6289.949578,5.0,0.006193856246847351,0.12833990654288835,0.24107561135575753
GERAL,GERAL,2025-12-23,145409,2316,0.015927487294459076,0.3605654434369603,835.069567,5568.548153,9.0,0.010777545195824386,0.14996181123981384,0.2394556740410632
GERAL,GERAL,2025-12-24,152515,2212,0.014503491459856407,0.3458911125678119,765.111141,4089.246491,13.0,0.016990995560473742,0.18710320903470332,0.2455286781333516
GERAL,GERAL,2025-12-25,145832,2550,0.01748587415656372,0.3055788466666667,779.226059,3370.977577,12.0,0.015399895654670348,0.23115729523584427,0.26886604962807337
GERAL,GERAL,2025-12-26,164669,2559,0.015540265623766465,0.30892254005470887,790.53278,6478.958639,10.0,0.01264969682851102,0.12201540772947662,0.2099207184452396
GERAL,GERAL,2025-12-27,161880,2602,0.01607363479120336,0.29884473136049194,777.593991,5915.100001,10.0,0.012860181683168383,0.13145914538529202,0.19786464611675564
GERAL,GERAL,2025-12-28,167823,2676,0.015945371015891743,0.30729676831091185,822.326152,5747.143884,11.0,0.013376687550610698,0.14308431607034391,0.16534046898105767
GERAL,GERAL,2025-12-29,161702,3175,0.01963488392227678,0.2561184645669291,813.176125,6761.125169,15.0,0.018446188394918753,0.12027230744498586,0.21786356177229038
GERAL,GERAL,2025-12-30,176257,3027,0.017173786005662186,0.24392809547406674,738.370345,6704.115073,10.0,0.013543339149136602,0.11013688413161282,0.2199897338124221
GERAL,GERAL,2025-12-31,151027,2352,0.015573374297311076,0.26451246130952377,622.133309,4276.719378,8.0,0.012858980357214726,0.14546975239954593,0.271266855335442
GERAL,GERAL,2026-01-01,136922,2773,0.020252406479601526,0.23459985683375406,650.545403,4069.975094,6.0,0.009223030356268615,0.15984014348368883,0.24733298808907303
GERAL,GERAL,2026-01-02,609,13,0.021346469622331693,0.46315792307692305,6.021053,23.0,0.0,0.0,0.2617849130434783,0.0999
GERAL,GERAL,2026-01-03,630,10,0.015873015873015872,0.4978249,4.978249,22.0,0.0,0.0,0.22628404545454545,0.0999
GERAL,GERAL,2026-01-05,17,2,0.11764705882352941,0.411089,0.822178,0.0,0.0,0.0,0.0,0.0999
GERAL,GERAL,2026-01-06,185243,1768,0.009544220294424081,0.5788263444570135,1023.364977,3943.636366,8.0,0.007817347847345767,0.25949780406300266,0.18356291595728216
GERAL,GERAL,2026-01-07,229373,1867,0.00813958050860389,0.5466337605784681,1020.565231,5246.635283,5.0,0.004899245876817451,0.1945180436511009,0.21265963353692394
GERAL,GERAL,2026-01-08,343665,4757,0.013841968195772046,0.33705996321210846,1603.394245,6827.798325,12.0,0.007484123157745275,0.23483327548342606,0.20029720836429254
GERAL,GERAL,2026-01-09,562187,11984,0.021316750476265016,0.2344173214285714,2809.25718,9232.423066,11.0,0.00391562583814416,0.30428167772614073,0.19136269136269135
GERAL,GERAL,2026-01-10,633037,15069,0.02380429579945564,0.19909651396907557,3000.185369,10525.052213,7.0,0.002333189166352474,0.285051827609399,0.20423156038789303
GERAL,GERAL,2026-01-11,589993,14633,0.024801989176142767,0.1673771795940682,2449.230269,8145.841972,4.0,0.0016331661627035036,0.30067245073238946,0.240118187787262
GERAL,GERAL,2026-01-12,445411,13329,0.029925170236029197,0.1612245126416085,2148.961529,7137.578246,20.0,0.009306820866777834,0.30107712377154094,0.28779138215210737
GERAL,GERAL,2026-01-13,495532,14207,0.028670196879313548,0.15984609502357994,2270.933472,7388.066761,14.0,0.006164865757899225,0.30737858027864134,0.2996380090497738
GERAL,GERAL,2026-01-14,503858,13738,0.02726561848774853,0.15557773249381276,2137.326889,6884.138458,14.0,0.006550238090416875,0.310471223383985,0.2587909552376557
GERAL,GERAL,2026-01-15,507270,13219,0.02605910067616851,0.18498641001588623,2445.335354,7052.690237,13.0,0.0053162442438559705,0.3467237709053519,0.24725175707334654
GERAL,GERAL,2026-01-16,521942,9887,0.018942717773239172,0.2952713660362092,2919.347996,7494.698887,8.0,0.0027403379148225396,0.3895217192866524,0.22614335971855762
GERAL,GERAL,2026-01-17,555034,12578,0.02266167478028373,0.25159642343774846,3164.579814,8758.909025,22.0,0.0069519497984132685,0.36129839971708116,0.23196865504557812
GERAL,GERAL,2026-01-18,366121,8039,0.021957221792795276,0.377065514865033,3031.229674,7499.177321,27.0,0.00890727622244833,0.40420829435671907,0.2794076083884461
GERAL,GERAL,2026-01-19,227570,5658,0.024862679615063495,0.20207019971721457,1143.31319,6638.349732,19.0,0.01661836858542671,0.17222852608814618,0.3137114142139268
GERAL,GERAL,2026-01-20,250294,4629,0.01849425076110494,0.2427840162022035,1123.847211,6004.651933,9.0,0.008008206019385672,0.18716275706567254,0.3064950918061136
GERAL,GERAL,2026-01-21,247465,4888,0.019752288202372053,0.24846497626841244,1214.496804,6334.858703,14.0,0.011527407856398112,0.19171647876295184,0.30641119348438967
GERAL,GERAL,2026-01-22,244481,5124,0.0209586839059068,0.23742467115534738,1216.564015,5843.570174,8.0,0.006575897282314404,0.20818848388488606,0.310522206402425
GERAL,GERAL,2026-01-23,234361,4610,0.01967050831836355,0.2746762943600868,1266.257717,5919.481432,12.0,0.009476743824653825,0.21391362259450028,0.2881160293084412
GERAL,GERAL,2026-01-24,222947,5503,0.02468299640721786,0.231206714337634,1272.330549,6346.687047,18.0,0.014147267008677317,0.20047160661583507,0.280939586386582
GERAL,GERAL,2026-01-25,212033,5234,0.02468483679427259,0.22492012361482613,1177.231927,5231.936495,7.0,0.0059461520193717955,0.22500883336887675,0.31261919159030654
GERAL,GERAL,2026-01-26,242934,3932,0.016185466011344646,0.3029216820956256,1191.088054,5259.304063,9.0,0.007556116417905069,0.2264725598163234,0.26611971342731683
GERAL,GERAL,2026-01-27,180186,4484,0.024885396201702686,0.22513885080285462,1009.522607,5433.856266,9.0,0.008915104959110638,0.18578382599419313,0.28586855151425905
GERAL,GERAL,2026-01-28,151654,4100,0.02703522491988342,0.23972640292682926,982.878252,4582.932697,11.0,0.011191620099047629,0.2144649107859242,0.26893977605164937
GERAL,GERAL,2026-01-29,144415,4590,0.031783402001177165,0.2139198,981.891882,5528.163813,11.0,0.011202862760810563,0.1776162782461309,0.2700054734537493
GERAL,GERAL,2026-01-30,141425,3586,0.025356195863531907,0.26941351645287226,966.11687,4825.561738,6.0,0.006210428765207257,0.20020816693569363,0.2444100921989731
GERAL,GERAL,2026-01-31,132304,5190,0.03922783891643488,0.19164056512524086,994.614533,5120.204321,16.0,0.01608663403674597,0.1942528990338704,0.3238053782162894
GERAL,GERAL,2026-02-01,126484,4847,0.03832105246513393,0.1847102601609243,895.290631,4267.816458,6.0,0.006701734377917332,0.20977721038630473,0.3234610630407911
GERAL,GERAL,2026-02-02,188433,4755,0.025234433459107482,0.30864730347003155,1467.617928,4784.559353,8.0,0.0054510099988367006,0.3067404581531168,0.2654736842105263
GERAL,GERAL,2026-02-03,574901,8872,0.015432222243481921,0.778907974188458,6910.471547,8732.417472,8.0,0.0011576634019241409,0.7913583574259974,0.2476815311760063
GERAL,GERAL,2026-02-04,529988,9855,0.018594760636089874,0.789230968746829,7777.871197,8883.602809,6.0,0.0007714193058782277,0.8755311740322541,0.24491671453187824
GERAL,GERAL,2026-02-05,377631,3398,0.008998201948462917,1.379302634490877,4686.870352,7235.542295,4.0,0.0008534479726526047,0.6477566104808458,0.12824133890207626
GERAL,GERAL,2026-02-06,715,32,0.044755244755244755,0.22451640625,7.184525,27.333334,0.0,0.0,0.2628484691988178,0.0999
GERAL,GERAL,2026-02-07,1282300,17102,0.013336972627310302,0.6663772754063851,11396.384164,18013.396208,7.0,0.0006142299082995357,0.6326616054188997,0.2482035276184946
GERAL,GERAL,2026-02-08,986492,16279,0.01650190777015931,0.5628737705633025,9163.022111,15476.354175,14.0,0.0015278801939365963,0.5920659353868787,0.3382828625119374
GERAL,GERAL,2026-02-09,204568,4285,0.02094658011028118,0.3772305787631272,1616.43303,4525.756376,6.0,0.0037118766374131815,0.357163067497825,0.2820222763661678
GERAL,GERAL,2026-02-10,58718,3418,0.058210429510541915,0.1505584994148625,514.608951,2920.234862,6.0,0.011659338587758066,0.17622176822023025,0.37799312285089093
GERAL,GERAL,2026-02-11,61133,3085,0.05046374298660298,0.15154639286871963,467.520622,2704.945921,2.0,0.004277886163489918,0.1728391752198731,0.38158167854424685
GERAL,GERAL,2026-02-12,59913,3025,0.0504898769882997,0.1810246419834711,547.599542,2912.830592,4.0,0.0073046080086020225,0.18799567111934537,0.3591246580695584
GERAL,GERAL,2026-02-13,97684,3417,0.034980140043405265,0.2101357986537899,718.034024,3669.343911,2.0,0.0027853833288546226,0.19568458051791485,0.33113189040737595
GERAL,GERAL,2026-02-14,103054,4873,0.04728588895142353,0.14228275661809972,693.343873,5348.250192,4.0,0.005769143069935227,0.12963938636175157,0.33276044420941303
GERAL,GERAL,2026-02-15,96372,4507,0.04676669572074876,0.13110461681828267,590.888508,4499.366582,8.0,0.013538933134912145,0.13132704286952007,0.3083318190078139
GERAL,GERAL,2026-02-16,95031,4559,0.04797381906956677,0.12875446940118446,586.991626,4459.469656,6.0,0.010221610895689336,0.13162812425693518,0.33602949268185317
GERAL,GERAL,2026-02-17,105149,4359,0.041455458444683256,0.11691095732966277,509.614863,3777.373579,3.0,0.00588679847824611,0.13491248676942155,0.36607986767485823
GERAL,GERAL,2026-02-18,93739,2422,0.025837698289932685,0.17739738439306357,429.656465,2638.442003,1.0,0.0023274408311300516,0.1628447638839382,0.3524065275769469
GERAL,GERAL,2026-02-19,77890,1999,0.025664398510720245,0.23482299499749876,469.411167,2084.465793,2.0,0.004260657054202547,0.22519494854574473,0.28738786279683376
GERAL,GERAL,2026-02-20,115545,2942,0.02546194123501666,0.23002815907545887,676.742844,3136.446329,0.0,0.0,0.2157673918226324,0.24184748915065096
GERAL,GERAL,2026-02-21,109841,4134,0.03763621962655111,0.17382074842767295,718.574974,3796.487728,1.0,0.0013916432330414001,0.18927361958800462,0.23053823053823053
GERAL,GERAL,2026-02-22,106725,3153,0.029543218552354183,0.19985122232794164,630.130904,3148.57218,0.0,0.0,0.20013227201924905,0.20997433401185947
GERAL,GERAL,2026-02-23,42991,2009,0.04673071107906306,0.1742067829766053,349.981427,1842.927454,1.0,0.002857294481515443,0.18990515673331546,0.22390826695962648
GERAL,GERAL,2026-02-24,48733,2369,0.04861182361028461,0.17466029970451669,413.77025,2115.199585,0.0,0.0,0.19561759227557715,0.20605187319884727
GERAL,GERAL,2026-02-25,26789,2307,0.08611743626115197,0.16275528131772865,375.476434,1640.280524,0.0,0.0,0.22890988980614146,0.24253581470076316
GERAL,GERAL,2026-02-26,35282,2223,0.0630066322770818,0.19630734952766532,436.391238,1555.701797,2.0,0.004583043438649426,0.28051085294208217,0.21731477916506242
GERAL,GERAL,2026-02-27,42381,2354,0.05554375781600245,0.23303643542905694,548.567769,1650.357732,1.0,0.0018229288275957752,0.332393249271607,0.2142359729407083
GERAL,GERAL,2026-02-28,49765,3868,0.07772530895207475,0.1644632727507756,636.143939,2739.408203,1.0,0.0015719712767710578,0.23221947656553762,0.24845818030628508
GERAL,GERAL,2026-03-01,40428,3748,0.09270802414168398,0.1414029658484525,529.978316,2402.103209,1.0,0.0018868696507198233,0.22063095124902268,0.24869268257977303
GERAL,GERAL,2026-03-02,43884,2331,0.05311730926989335,0.16506693264693265,384.77102,1405.57368,1.0,0.002598948330360223,0.27374660288175007,0.25979438732981386
GERAL,GERAL,2026-03-03,41592,2517,0.060516445470282745,0.18584705045689315,467.777026,1770.80602,0.0,0.0,0.2641605126235114,0.25958317826572386
GERAL,GERAL,2026-03-04,45842,2765,0.060315867545046024,0.17125600650994577,473.522858,1765.594793,0.0,0.0,0.26819452565071084,0.27093898021733076
GERAL,GERAL,2026-03-05,50523,2683,0.053104526651228154,0.1980899850913157,531.47543,1794.365526,0.0,0.0,0.29619128449528626,0.24934481467615124
GERAL,GERAL,2026-03-06,51924,3284,0.06324628302904245,0.16536380846528625,543.054747,2229.296567,0.0,0.0,0.2435991491839946,0.2744612220092562
GERAL,GERAL,2026-03-07,53758,5571,0.10363108746605157,0.13202754873451802,735.525474,3547.292664,0.0,0.0,0.2073484044506794,0.27865221628325904
GERAL,GERAL,2026-03-08,64881,5717,0.08811516468611766,0.12513600297358754,715.402529,3408.056845,0.0,0.0,0.20991508109660065,0.3048658212916544
GERAL,GERAL,2026-03-09,86462,3785,0.04377645670930582,0.24587171122853368,930.624427,3635.399384,0.0,0.0,0.25598959803311666,0.2781159884652355
GERAL,GERAL,2026-03-10,103638,3377,0.032584573226036785,0.4146267071365117,1400.19439,3717.521165,0.0,0.0,0.3766473216568762,0.2836110976143045
GERAL,GERAL,2026-03-11,104998,3170,0.030191051258119203,0.4816865214511041,1526.946273,3605.994508,1.0,0.0006549018899239292,0.4234466440845727,0.2726511545919267
GERAL,GERAL,2026-03-12,124091,3464,0.02791499786447043,0.5115473446882217,1772.000002,3798.518146,1.0,0.0005643340851418351,0.4664977061820781,0.26230199823572276
GERAL,GERAL,2026-03-13,138490,4156,0.030009386959347246,0.4687140996150144,1947.975798,3583.807721,0.0,0.0,0.5435491939440464,0.2645041160329283
GERAL,GERAL,2026-03-14,178425,7156,0.04010648731960208,0.29509192929010625,2111.677846,5288.748418,1.0,0.0004735570825323703,0.39927742427925034,0.28989163603162016
GERAL,GERAL,2026-03-15,160086,6693,0.041808777781942204,0.2902702396533692,1942.778714,4427.849643,1.113854,0.0005733303499638816,0.4387634790335179,0.2767063081695967
GERAL,GERAL,2026-03-16,146836,4799,0.03268272085864502,0.15770811439883312,756.841241,1696.100909,3.788555,0.00500574598048364,0.44622418217217047,0.27125333981054167
GERAL,GERAL,2026-03-17,222670,8377,0.03762069430098352,0.13590484314193627,1138.474871,2392.612988,6.270827,0.005508094345984032,0.4758290942621933,0.2679542365201631
GERAL,GERAL,2026-03-18,251898,10545,0.041862182311888145,0.12077326439070649,1273.554073,2383.573118,7.800688,0.0061251329373275855,0.5343045964826996,0.27359886046129406
GERAL,GERAL,2026-03-19,313844,13671,0.043559857763729753,0.10451415053763441,1428.812952,3121.437201,7.816688,0.0054707566788630285,0.45774201433309564,0.2894613182963817
GERAL,GERAL,2026-03-20,250855,10655,0.04247473640150685,0.12460779793524167,1327.696087,3407.955093,1.406923,0.0010596724760852593,0.3895873187199888,0.26656214678965984
GERAL,GERAL,2026-03-21,257625,12836,0.0498243571081999,0.10792380718292303,1385.309989,4501.952466,4.266272,0.0030796515104028455,0.30771315322901505,0.2818965740476992
GERAL,GERAL,2026-03-22,170600,8352,0.04895662368112544,0.12899989727011496,1077.407142,4719.943173,3.145199,0.002919229766902733,0.22826697324730696,0.3180132413944672
GERAL,GERAL,2026-03-23,163912,6122,0.037349309385523936,0.14656863132963086,897.293161,3434.832821,0.0,0.0,0.26123343049306447,0.32260061919504646
GERAL,GERAL,2026-03-24,174254,6024,0.034570225073742925,0.1510386605245684,909.856891,3650.696958,3.0,0.003297221826503702,0.24922827105826295,0.35095777951524626
GERAL,GERAL,2026-03-25,227667,6031,0.026490444377094618,0.2056062102470569,1240.011054,4454.813818,4.0,0.0032257776953656093,0.27835305910869834,0.3379614114042227
GERAL,GERAL,2026-03-26,257254,5840,0.022701299105164545,0.28002824229452056,1635.364935,5352.599732,2.0,0.0012229686213737975,0.30552722357009604,0.34217531850161625
GERAL,GERAL,2026-03-27,293984,6793,0.02310669968433656,0.28841354983070805,1959.193244,7143.388373,0.0,0.0,0.27426665633989605,0.3564762213926311
GERAL,GERAL,2026-03-28,283614,9261,0.032653536144195985,0.21872145243494223,2025.579371,8727.91323,0.5,0.00024684295622203,0.23208060364733943,0.37661241393864253
GERAL,GERAL,2026-03-29,256024,8298,0.03241102396650314,0.20830107568088696,1728.482326,6453.645783,2.0,0.0011570844375529935,0.2678303681545579,0.36871332474595675
GERAL,GERAL,2026-03-30,237506,5884,0.02477411096982813,0.26870796736913666,1581.07768,5090.477888,2.0,0.001264959986026746,0.31059513758563645,0.35839621783798525
GERAL,GERAL,2026-03-31,263050,5924,0.02252043337768485,0.2781215506414585,1647.592066,5846.084687,2.0,0.0012138927112313493,0.28182829264580583,0.3556814604973245
GERAL,GERAL,2026-04-01,230485,6193,0.02686942751155173,0.24391880187308249,1510.58914,5917.54721,1.666666,0.0011033218469980526,0.25527284977925846,0.3605829633972695
GERAL,GERAL,2026-04-02,260341,7080,0.02719510180878156,0.22231977754237287,1574.024025,7604.554817,0.333334,0.00021177186288500268,0.2069843748750769,0.3482697580785117
GERAL,GERAL,2026-04-03,254266,10081,0.039647455813990075,0.17349838160896738,1749.037185,8732.1372,6.5,0.0037163303649258893,0.20029886669668912,0.35485628935895364
GERAL,GERAL,2026-04-04,261718,8529,0.032588511298420435,0.19792327365459023,1688.087601,8243.750516,7.0,0.0041467042325607365,0.20477179625022024,0.33802896904288554
GERAL,GERAL,2026-04-05,299575,8478,0.02830009179671201,0.19287623425336164,1635.204714,7084.741605,1.0,0.0006115442252816304,0.23080654244975812,0.37178091141721564
GERAL,GERAL,2026-04-06,310128,6053,0.019517747510705258,0.2725054852139435,1649.475702,7199.606576,1.0,0.0006062532468877799,0.2291063663809843,0.3568861359639061
GERAL,GERAL,2026-04-07,274649,4559,0.01659936864871163,0.34527351019960517,1574.101933,6183.659532,3.0,0.0019058486220663324,0.25455831208916563,0.36437581557198784
GERAL,GERAL,2026-04-08,411230,5881,0.014300999440702284,0.3224875106274443,1896.54905,7406.786047,4.0,0.002109093882913284,0.25605560062966404,0.3347994370161858
GERAL,GERAL,2026-04-09,456746,10002,0.02189838553594339,0.21421579184163167,2142.58635,8185.820458,8.231464,0.0038418353594010346,0.2617436286311473,0.3746162546453385
GERAL,GERAL,2026-04-10,436152,10993,0.02520451585685724,0.20644706304011642,2269.472564,9123.153909,8.0,0.003525048122150376,0.2487596489807284,0.3726193295220053
GERAL,GERAL,2026-04-11,470811,15310,0.03251835662293362,0.16699408282168518,2556.679408,11064.855962,14.635239,0.0057243152795010115,0.23106305376051853,0.3725141237092068
GERAL,GERAL,2026-04-12,526369,14428,0.02741042880564775,0.1671188646382035,2411.190979,9023.631518,7.5,0.003110496043374588,0.267208492965415,0.3835805208454981
GERAL,GERAL,2026-04-13,511362,10683,0.020891266852053926,0.20624272311148553,2203.291011,6572.882311,9.117721,0.004138228202484143,0.33520925930967876,0.3480469583778015
GERAL,GERAL,2026-04-14,476337,6004,0.012604521588707155,0.37494282145236507,2251.1567,7116.395334,7.2,0.0031983557608406383,0.31633384520455876,0.3530064912880082
GERAL,GERAL,2026-04-15,479384,4527,0.009443368990204095,0.5079680112657389,2299.571187,7571.101383,11.0,0.004783500533571436,0.30373007448604655,0.3536362357574905
GERAL,GERAL,2026-04-16,475865,4495,0.009445956311138664,0.5049226763070078,2269.62743,7580.7246,5.0,0.0022030047460256507,0.29939452357892016,0.3465681748230225
GERAL,GERAL,2026-04-17,470804,4956,0.010526673520190993,0.46514184180790963,2305.242968,8997.027526,4.0,0.001735175014315454,0.2562227314897291,0.34813452443510245
GERAL,GERAL,2026-04-18,489943,8475,0.01729793057559757,0.292137328259587,2475.863857,12692.898604,10.0,0.004038994297577002,0.19505898016232193,0.38635899008484104
GERAL,GERAL,2026-04-19,480288,8489,0.01767481177959891,0.2664685926493109,2262.051883,12249.673167,5.0,0.0022103825458542766,0.1846622234047724,0.38964331862398516
GERAL,GERAL,2026-04-20,143509,5665,0.039474876140172394,0.1541226462488967,873.104791,4874.046914,0.0,0.0,0.17913344011772475,0.34952699338502025
GERAL,GERAL,2026-04-21,129831,7664,0.05903058591553635,0.094092686717119,721.126351,5429.702283,2.0,0.002773439075172556,0.13281139801307223,0.38960154387558177
GERAL,GERAL,2026-04-22,107414,3571,0.03324520081181224,0.15129476785214224,540.273616,3321.575757,1.0,0.0018509140005829937,0.16265581625269548,0.3463051797552956
GERAL,GERAL,2026-04-23,132873,4067,0.03060817472323196,0.1481912960413081,602.694001,3778.090889,2.5,0.004148041951391516,0.15952342564197108,0.3471111867097579
GERAL,GERAL,2026-04-24,161757,5640,0.034867115488046885,0.12835495319148935,723.921936,4598.86055,4.5,0.006216139857378213,0.15741332622055693,0.33521438742682347
GERAL,GERAL,2026-04-25,182388,8505,0.04663135732613988,0.08883996496178719,755.583902,6350.400543,8.0,0.010587838066460024,0.11898208575723221,0.36587489551407076
GERAL,GERAL,2026-04-26,172130,9199,0.05344216580491489,0.07662457451896945,704.869461,5610.489268,11.879449,0.01685340287426639,0.12563422320764342,0.39301752371948545
GERAL,GERAL,2026-04-27,169998,6144,0.036141601665901954,0.11647373860677084,715.61465,4344.753329,7.008564,0.00979376819633304,0.16470777413840149,0.3686638506002668
GERAL,GERAL,2026-04-28,162681,6503,0.03997393672278877,0.12045434291865292,783.314592,4712.188029,7.51992,0.009600127556413504,0.16623160773281612,0.35413994584580305
GERAL,GERAL,2026-04-29,156630,5697,0.03637234246312967,0.18291617342460945,1042.07344,5104.47092,1.0,0.0009596252640312953,0.20414915793074984,0.35986260629162653
GERAL,GERAL,2026-04-30,260027,7780,0.029919969849284883,0.19419692185089973,1510.852052,6252.859655,35.890149,0.023754906347375437,0.2416257737036959,0.387293713631594
GERAL,GERAL,2026-05-01,294288,10733,0.03647107595280814,0.13626857178794372,1462.570581,9645.909908,59.341120554,0.04057316708327802,0.15162598396103535,0.3370942686615976
GERAL,GERAL,2026-05-02,172529,8936,0.05179419112149262,0.09988146105640108,892.540736,6819.172104,43.947369122,0.04923850234439047,0.13088696433932973,0.3063677557834486
GERAL,GERAL,2026-05-03,1250,105,0.084,0.053040304761904765,5.569232,51.666667,0.0,0.0,0.10779158640134462,0.0999
GERAL,GERAL,2026-05-04,1066,41,0.038461538461538464,0.43881163414634144,17.991277,17.0,0.0,0.0,1.058310411764706,0.0999
GERAL,GERAL,2026-05-05,448,21,0.046875,0.48130538095238096,10.107413,9.0,0.0,0.0,1.1230458888888888,0.0999
GERAL,GERAL,2026-05-06,179,7,0.03910614525139665,0.22740742857142857,1.591852,2.0,0.0,0.0,0.795926,0.0999
GERAL,GERAL,2026-05-07,169601,3594,0.021190912789429306,0.7220025333889816,2594.877105,4716.384939,21.640962497,0.008339879547783055,0.5501834855638784,0.1735202850247098
GERAL,GERAL,2026-05-08,210613,4244,0.020150702948061136,0.6522128993873705,2767.991545,5994.046884,20.595736,0.0074406787973046356,0.46179010584462415,0.2649657195483849
GERAL,GERAL,2026-05-09,292019,7557,0.02587845311435215,0.3444448500727802,2602.969732,8694.685976,36.02793,0.013841086800620545,0.29937478353847335,0.28249063670411984
GERAL,GERAL,2026-05-10,384687,6794,0.017661111501038506,0.36775157241683837,2498.504183,7573.856006,50.310139,0.020136103570413753,0.32988535575810896,0.3160019425726947
GERAL,GERAL,2026-05-11,96323,3983,0.04135045627731694,0.16392007155410496,652.893645,3087.531242,11.09310206,0.016990672439459877,0.21146138899539596,0.39614328221560996
GERAL,GERAL,2026-05-12,65844,4733,0.07188202417836097,0.0943962841749419,446.777613,3639.628566,19.542045,0.043739982558168154,0.1227536285360609,0.4339604530620081
GERAL,GERAL,2026-05-13,59674,3823,0.06406475181821229,0.12093661260789956,462.34067,2993.309309,15.687803,0.03393126328254878,0.15445803365855898,0.3841172460804363
GERAL,GERAL,2026-05-14,59247,4576,0.07723597819298868,0.10176567875874125,465.679746,3094.495471,14.618415,0.03139156281879608,0.15048648490977223,0.5134019384946751
GERAL,GERAL,2026-05-15,69460,6108,0.08793550244745177,0.09608541519318925,586.889716,4473.667625,19.63074837,0.03344878575108649,0.13118759934696758,0.49228276626588213
GERAL,GERAL,2026-05-16,78611,9465,0.12040299703603821,0.07805803402007395,738.819292,6447.050382,21.312477655,0.0288466718259436,0.11459803293344265,0.39806485355648535
GERAL,GERAL,2026-05-17,66253,7290,0.11003275323381582,0.0847645477366255,617.933553,4796.695764,24.779473,0.04010054621520123,0.12882483763879587,0.3611774065234686
GERAL,GERAL,2026-05-18,60550,4483,0.07403798513625104,0.10801575819763551,484.234644,3187.147615,17.271022,0.03566663850676491,0.15193354764021497,0.39784646284311537
GERAL,GERAL,2026-05-19,101133,4777,0.047234829383089594,0.15876668976344985,758.428477,3794.082216,8.371802,0.011038353983113954,0.19989774438772998,0.4112868747327918
GERAL,GERAL,2026-05-20,105225,4725,0.04490377761938703,0.18990944888888892,897.322146,3758.756849,18.808446,0.020960639480305437,0.23872843656772544,0.38817387708688683
GERAL,GERAL,2026-05-21,41134,3639,0.08846696163757475,0.12842755894476504,467.347887,2814.752025,2.094015,0.004480634358789773,0.1660351899027411,0.37293906810035843
GERAL,GERAL,2026-05-22,35520,4225,0.11894707207207207,0.10710559455621302,452.521137,3125.635171,0.0,0.0,0.1447773371628726,0.35623506927854753
GERAL,GERAL,2026-05-23,52433,7653,0.1459576983960483,0.08825279119299621,675.398611,5366.372633,0.0,0.0,0.12585756845260804,0.4059979446295662
GERAL,GERAL,2026-05-24,37662,6671,0.17712813976952896,0.09895766196971968,660.146563,3399.373387,1.0,0.0015148151275007093,0.19419654384674395,0.4261510253972566
GERAL,GERAL,2026-05-25,93207,4378,0.04697072108318045,0.1877720182731841,822.065896,3108.731362,1.0,0.0012164474951044558,0.2644377401176036,0.4024062135133763
GERAL,GERAL,2026-05-26,293923,5934,0.02018896105442582,0.3152872578361982,1870.914588,5263.936004,4.5,0.0024052407463509497,0.3554212259758316,0.3999923948589246
GERAL,GERAL,2026-05-27,370537,6855,0.018500176770470965,0.32634492297593,2237.094447,5861.772587,14.900318,0.006660567246046184,0.3816412891829575,0.39027650473571646
GERAL,GERAL,2026-05-28,394796,7366,0.018657737160457554,0.31898392248167257,2349.635573,6325.149307,19.503052,0.008300458260043546,0.3714751160734932,0.3727085367176483
GERAL,GERAL,2026-05-29,385625,9038,0.023437277147487844,0.320186175923877,2893.842658,7244.501575,25.221613,0.008715613107117312,0.39945365848029374,0.3883290440606493
GERAL,GERAL,2026-05-30,413622,13260,0.032058256088892755,0.24477449849170438,3245.70985,9724.766121,48.074971,0.014811851096301783,0.3337571114426187,0.4296803850990936
GERAL,GERAL,2026-05-31,371007,11816,0.03184845568951529,0.2534562039607312,2994.838506,6837.476946,39.889114,0.013319287140219507,0.43800345209968333,0.4444389532728755
GERAL,GERAL,2026-06-01,403669,8873,0.02198088037476249,0.3098649480446298,2749.431684,7096.281295,25.723346377,0.009355877626163269,0.3874468287971102,0.42537090510803544
GERAL,GERAL,2026-06-02,235070,6369,0.02709405708937763,0.3561407300989166,2268.26031,5519.167821,23.687327052,0.010442949139289925,0.41097868076586613,0.35948568999716635
